Data,DATA_DIA,DIA,Município1,STR_DATA,UF1,Escala de cor,Number of Records,Índice De Isolamento
"Thursday, 12/03",Thursday,Quinta-feira,MOGI DAS CRUZES,Ranking dos municípios (12/3/2020),SP,Até 40%,1,31%
"Thursday, 12/03",Thursday,Quinta-feira,MOGI GUAÇU,Ranking dos municípios (12/3/2020),SP,Até 40%,1,35%
"Thursday, 12/03",Thursday,Quinta-feira,MOGI MIRIM,Ranking dos municípios (12/3/2020),SP,Até 40%,1,37%
"Thursday, 12/03",Thursday,Quinta-feira,OSASCO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,27%
"Thursday, 12/03",Thursday,Quinta-feira,OURINHOS,Ranking dos municípios (12/3/2020),SP,Até 40%,1,30%
"Thursday, 12/03",Thursday,Quinta-feira,PAULÍNIA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,31%
"Thursday, 12/03",Thursday,Quinta-feira,PINDAMONHANGABA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,39%
"Thursday, 12/03",Thursday,Quinta-feira,PIRACICABA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,29%
"Thursday, 12/03",Thursday,Quinta-feira,PIRASSUNUNGA,Ranking dos municípios (12/3/2020),SP,>40-50%,1,41%
"Thursday, 12/03",Thursday,Quinta-feira,POÁ,Ranking dos municípios (12/3/2020),SP,Até 40%,1,33%
"Thursday, 12/03",Thursday,Quinta-feira,PRAIA GRANDE,Ranking dos municípios (12/3/2020),SP,Até 40%,1,33%
"Thursday, 12/03",Thursday,Quinta-feira,PRESIDENTE PRUDENTE,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,RIBEIRÃO PIRES,Ranking dos municípios (12/3/2020),SP,Até 40%,1,36%
"Thursday, 12/03",Thursday,Quinta-feira,RIBEIRÃO PRETO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,RIO CLARO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,33%
"Thursday, 12/03",Thursday,Quinta-feira,SALTO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,33%
"Thursday, 12/03",Thursday,Quinta-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (12/3/2020),SP,Até 40%,1,30%
"Thursday, 12/03",Thursday,Quinta-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,32%
"Thursday, 12/03",Thursday,Quinta-feira,SANTO ANDRÉ,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,SANTOS,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,SERTÃOZINHO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,35%
"Thursday, 12/03",Thursday,Quinta-feira,SOROCABA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,28%
"Thursday, 12/03",Thursday,Quinta-feira,SUMARÉ,Ranking dos municípios (12/3/2020),SP,Até 40%,1,30%
"Thursday, 12/03",Thursday,Quinta-feira,SUZANO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,34%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,27%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO CAETANO DO SUL,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO CARLOS,Ranking dos municípios (12/3/2020),SP,Até 40%,1,31%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,26%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (12/3/2020),SP,Até 40%,1,31%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,37%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO PAULO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,25%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO ROQUE,Ranking dos municípios (12/3/2020),SP,Até 40%,1,36%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO SEBASTIÃO,Ranking dos municípios (12/3/2020),SP,>40-50%,1,44%
"Thursday, 12/03",Thursday,Quinta-feira,SÃO VICENTE,Ranking dos municípios (12/3/2020),SP,Até 40%,1,35%
"Thursday, 12/03",Thursday,Quinta-feira,TABOÃO DA SERRA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,28%
"Thursday, 12/03",Thursday,Quinta-feira,TATUÍ,Ranking dos municípios (12/3/2020),SP,Até 40%,1,34%
"Thursday, 12/03",Thursday,Quinta-feira,TAUBATÉ,Ranking dos municípios (12/3/2020),SP,Até 40%,1,33%
"Thursday, 12/03",Thursday,Quinta-feira,UBATUBA,Ranking dos municípios (12/3/2020),SP,>40-50%,1,45%
"Thursday, 12/03",Thursday,Quinta-feira,VALINHOS,Ranking dos municípios (12/3/2020),SP,Até 40%,1,29%
"Thursday, 12/03",Thursday,Quinta-feira,VINHEDO,Ranking dos municípios (12/3/2020),SP,Até 40%,1,34%
"Thursday, 12/03",Thursday,Quinta-feira,VOTORANTIM,Ranking dos municípios (12/3/2020),SP,Até 40%,1,32%
"Thursday, 12/03",Thursday,Quinta-feira,VOTUPORANGA,Ranking dos municípios (12/3/2020),SP,>40-50%,1,41%
"Thursday, 12/03",Thursday,Quinta-feira,VÁRZEA PAULISTA,Ranking dos municípios (12/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,AMERICANA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,AMPARO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,40%
"Friday, 13/03",Friday,Sexta-feira,ARARAQUARA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,ARARAS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,ARAÇATUBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,ARUJÁ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,ASSIS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,ATIBAIA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,AVARÉ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,BARRETOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,39%
"Friday, 13/03",Friday,Sexta-feira,BARUERI,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,BAURU,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,BEBEDOURO,Ranking dos municípios (13/3/2020),SP,>40-50%,1,47%
"Friday, 13/03",Friday,Sexta-feira,BIRIGUI,Ranking dos municípios (13/3/2020),SP,Até 40%,1,39%
"Friday, 13/03",Friday,Sexta-feira,BOTUCATU,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,BRAGANÇA PAULISTA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,CAIEIRAS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Friday, 13/03",Friday,Sexta-feira,CAJAMAR,Ranking dos municípios (13/3/2020),SP,>40-50%,1,41%
"Friday, 13/03",Friday,Sexta-feira,CAMPINAS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,CAMPO LIMPO PAULISTA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,CARAGUATATUBA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,41%
"Friday, 13/03",Friday,Sexta-feira,CARAPICUÍBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,CATANDUVA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,CAÇAPAVA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,43%
"Friday, 13/03",Friday,Sexta-feira,COTIA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,CRUZEIRO,Ranking dos municípios (13/3/2020),SP,>40-50%,1,49%
"Friday, 13/03",Friday,Sexta-feira,CUBATÃO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Friday, 13/03",Friday,Sexta-feira,DIADEMA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,EMBU DAS ARTES,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,ESTADO DE SÃO PAULO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,FERRAZ DE VASCONCELOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,FRANCA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,FRANCISCO MORATO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,FRANCO DA ROCHA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,GUARATINGUETÁ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,39%
"Friday, 13/03",Friday,Sexta-feira,GUARUJÁ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,GUARULHOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,HORTOLÂNDIA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,IBIÚNA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,46%
"Friday, 13/03",Friday,Sexta-feira,INDAIATUBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,ITANHAÉM,Ranking dos municípios (13/3/2020),SP,>40-50%,1,44%
"Friday, 13/03",Friday,Sexta-feira,ITAPECERICA DA SERRA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,39%
"Friday, 13/03",Friday,Sexta-feira,ITAPETININGA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,ITAPEVA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,ITAPEVI,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,ITAPIRA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,40%
"Friday, 13/03",Friday,Sexta-feira,ITAQUAQUECETUBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,38%
"Friday, 13/03",Friday,Sexta-feira,ITATIBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Friday, 13/03",Friday,Sexta-feira,ITU,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,JABOTICABAL,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,JACAREÍ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,JANDIRA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,JAÚ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,JUNDIAÍ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,29%
"Friday, 13/03",Friday,Sexta-feira,LEME,Ranking dos municípios (13/3/2020),SP,>40-50%,1,45%
"Friday, 13/03",Friday,Sexta-feira,LIMEIRA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,LINS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,LORENA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,49%
"Friday, 13/03",Friday,Sexta-feira,MAIRIPORÃ,Ranking dos municípios (13/3/2020),SP,>40-50%,1,40%
"Friday, 13/03",Friday,Sexta-feira,MARÍLIA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,MATÃO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,MAUÁ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,MOGI DAS CRUZES,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,MOGI GUAÇU,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,MOGI MIRIM,Ranking dos municípios (13/3/2020),SP,Até 40%,1,39%
"Friday, 13/03",Friday,Sexta-feira,OSASCO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,OURINHOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Friday, 13/03",Friday,Sexta-feira,PAULÍNIA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,PINDAMONHANGABA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,42%
"Friday, 13/03",Friday,Sexta-feira,PIRACICABA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,PIRASSUNUNGA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,44%
"Friday, 13/03",Friday,Sexta-feira,POÁ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,PRAIA GRANDE,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,PRESIDENTE PRUDENTE,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,RIBEIRÃO PIRES,Ranking dos municípios (13/3/2020),SP,Até 40%,1,38%
"Friday, 13/03",Friday,Sexta-feira,RIBEIRÃO PRETO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,RIO CLARO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,SALTO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,35%
"Friday, 13/03",Friday,Sexta-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,SANTO ANDRÉ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,29%
"Friday, 13/03",Friday,Sexta-feira,SANTOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,29%
"Friday, 13/03",Friday,Sexta-feira,SERTÃOZINHO,Ranking dos municípios (13/3/2020),SP,>40-50%,1,40%
"Friday, 13/03",Friday,Sexta-feira,SOROCABA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,SUMARÉ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Friday, 13/03",Friday,Sexta-feira,SUZANO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,30%
"Friday, 13/03",Friday,Sexta-feira,SÃO CAETANO DO SUL,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,SÃO CARLOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,28%
"Friday, 13/03",Friday,Sexta-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,40%
"Friday, 13/03",Friday,Sexta-feira,SÃO PAULO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,29%
"Friday, 13/03",Friday,Sexta-feira,SÃO ROQUE,Ranking dos municípios (13/3/2020),SP,Até 40%,1,37%
"Friday, 13/03",Friday,Sexta-feira,SÃO SEBASTIÃO,Ranking dos municípios (13/3/2020),SP,>40-50%,1,47%
"Friday, 13/03",Friday,Sexta-feira,SÃO VICENTE,Ranking dos municípios (13/3/2020),SP,Até 40%,1,38%
"Friday, 13/03",Friday,Sexta-feira,TABOÃO DA SERRA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,31%
"Friday, 13/03",Friday,Sexta-feira,TATUÍ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,TAUBATÉ,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,UBATUBA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,47%
"Friday, 13/03",Friday,Sexta-feira,VALINHOS,Ranking dos municípios (13/3/2020),SP,Até 40%,1,32%
"Friday, 13/03",Friday,Sexta-feira,VINHEDO,Ranking dos municípios (13/3/2020),SP,Até 40%,1,36%
"Friday, 13/03",Friday,Sexta-feira,VOTORANTIM,Ranking dos municípios (13/3/2020),SP,Até 40%,1,34%
"Friday, 13/03",Friday,Sexta-feira,VOTUPORANGA,Ranking dos municípios (13/3/2020),SP,>40-50%,1,45%
"Friday, 13/03",Friday,Sexta-feira,VÁRZEA PAULISTA,Ranking dos municípios (13/3/2020),SP,Até 40%,1,33%
"Tuesday, 17/03",Tuesday,Terça-feira,AMERICANA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,AMPARO,Ranking dos municípios (17/3/2020),SP,>40-50%,1,45%
"Tuesday, 17/03",Tuesday,Terça-feira,ARARAQUARA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,35%
"Tuesday, 17/03",Tuesday,Terça-feira,ARARAS,Ranking dos municípios (17/3/2020),SP,>40-50%,1,42%
"Tuesday, 17/03",Tuesday,Terça-feira,ARAÇATUBA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,36%
"Tuesday, 17/03",Tuesday,Terça-feira,ARUJÁ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,ASSIS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,ATIBAIA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,AVARÉ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,42%
"Tuesday, 17/03",Tuesday,Terça-feira,BARRETOS,Ranking dos municípios (17/3/2020),SP,>40-50%,1,44%
"Tuesday, 17/03",Tuesday,Terça-feira,BARUERI,Ranking dos municípios (17/3/2020),SP,Até 40%,1,34%
"Tuesday, 17/03",Tuesday,Terça-feira,BAURU,Ranking dos municípios (17/3/2020),SP,Até 40%,1,35%
"Tuesday, 17/03",Tuesday,Terça-feira,BEBEDOURO,Ranking dos municípios (17/3/2020),SP,>50-60%,1,51%
"Tuesday, 17/03",Tuesday,Terça-feira,BIRIGUI,Ranking dos municípios (17/3/2020),SP,>40-50%,1,43%
"Tuesday, 17/03",Tuesday,Terça-feira,BOTUCATU,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,BRAGANÇA PAULISTA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,38%
"Tuesday, 17/03",Tuesday,Terça-feira,CAIEIRAS,Ranking dos municípios (17/3/2020),SP,>40-50%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,CAJAMAR,Ranking dos municípios (17/3/2020),SP,>40-50%,1,45%
"Tuesday, 17/03",Tuesday,Terça-feira,CAMPINAS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,38%
"Tuesday, 17/03",Tuesday,Terça-feira,CAMPO LIMPO PAULISTA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,CARAGUATATUBA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,48%
"Tuesday, 17/03",Tuesday,Terça-feira,CARAPICUÍBA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,CATANDUVA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,CAÇAPAVA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,48%
"Tuesday, 17/03",Tuesday,Terça-feira,COTIA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,42%
"Tuesday, 17/03",Tuesday,Terça-feira,CRUZEIRO,Ranking dos municípios (17/3/2020),SP,>50-60%,1,54%
"Tuesday, 17/03",Tuesday,Terça-feira,CUBATÃO,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,DIADEMA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,EMBU DAS ARTES,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,ESTADO DE SÃO PAULO,Ranking dos municípios (17/3/2020),SP,Até 40%,1,38%
"Tuesday, 17/03",Tuesday,Terça-feira,FERRAZ DE VASCONCELOS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,35%
"Tuesday, 17/03",Tuesday,Terça-feira,FRANCA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,36%
"Tuesday, 17/03",Tuesday,Terça-feira,FRANCISCO MORATO,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,FRANCO DA ROCHA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,GUARATINGUETÁ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,45%
"Tuesday, 17/03",Tuesday,Terça-feira,GUARUJÁ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,43%
"Tuesday, 17/03",Tuesday,Terça-feira,GUARULHOS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,38%
"Tuesday, 17/03",Tuesday,Terça-feira,HORTOLÂNDIA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,IBIÚNA,Ranking dos municípios (17/3/2020),SP,>50-60%,1,51%
"Tuesday, 17/03",Tuesday,Terça-feira,INDAIATUBA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,ITANHAÉM,Ranking dos municípios (17/3/2020),SP,>40-50%,1,50%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAPECERICA DA SERRA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,44%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAPETININGA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,42%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAPEVA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAPEVI,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAPIRA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,44%
"Tuesday, 17/03",Tuesday,Terça-feira,ITAQUAQUECETUBA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,43%
"Tuesday, 17/03",Tuesday,Terça-feira,ITATIBA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,ITU,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,JABOTICABAL,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,JACAREÍ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,JANDIRA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,JAÚ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,JUNDIAÍ,Ranking dos municípios (17/3/2020),SP,Até 40%,1,35%
"Tuesday, 17/03",Tuesday,Terça-feira,LEME,Ranking dos municípios (17/3/2020),SP,>40-50%,1,48%
"Tuesday, 17/03",Tuesday,Terça-feira,LIMEIRA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,35%
"Tuesday, 17/03",Tuesday,Terça-feira,LINS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,LORENA,Ranking dos municípios (17/3/2020),SP,>50-60%,1,53%
"Tuesday, 17/03",Tuesday,Terça-feira,MAIRIPORÃ,Ranking dos municípios (17/3/2020),SP,>40-50%,1,47%
"Tuesday, 17/03",Tuesday,Terça-feira,MARÍLIA,Ranking dos municípios (17/3/2020),SP,Até 40%,1,36%
"Tuesday, 17/03",Tuesday,Terça-feira,MATÃO,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,MAUÁ,Ranking dos municípios (17/3/2020),SP,Até 40%,1,38%
"Tuesday, 17/03",Tuesday,Terça-feira,MOGI DAS CRUZES,Ranking dos municípios (17/3/2020),SP,>40-50%,1,40%
"Tuesday, 17/03",Tuesday,Terça-feira,MOGI GUAÇU,Ranking dos municípios (17/3/2020),SP,>40-50%,1,43%
"Tuesday, 17/03",Tuesday,Terça-feira,MOGI MIRIM,Ranking dos municípios (17/3/2020),SP,>40-50%,1,45%
"Tuesday, 17/03",Tuesday,Terça-feira,OSASCO,Ranking dos municípios (17/3/2020),SP,Até 40%,1,37%
"Tuesday, 17/03",Tuesday,Terça-feira,OURINHOS,Ranking dos municípios (17/3/2020),SP,Até 40%,1,39%
"Tuesday, 17/03",Tuesday,Terça-feira,PAULÍNIA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,41%
"Tuesday, 17/03",Tuesday,Terça-feira,PINDAMONHANGABA,Ranking dos municípios (17/3/2020),SP,>40-50%,1,48%
